name,street_address,price,cuisine,rating
Gel&#225;re,"Causeway Point, 1 Woodlands Square #03-K06/07/08",$11 - $20,Australian / New Zealand,4
Gelateria Venezia,"Bugis Junction, 200 Victoria St #01-60",Under $10,Italian,4
Gem Bar,10 Ann Siang Hill,$11 - $20,,
Genesis Vegan Restaurant,"Havelock II, 2 Havelock Rd #B1-01",$21 - $30,"Asian Variety, Fusion",
Genki Sushi,"133, New Bridge Road, #02-33, Chinatown Point",$11 - $20,Japanese,3.5
Georges Beach Club,1010 East Coast Park,$21 - $30,American,
Geylang Claypot Rice,"639 Geylang Road, Lorong 33",$11 - $20,Singaporean Chinese,4
Geylang Corner Food Stall,"Geylang Serai Market &amp; Food Centre, 1 Geylang Serai #02-121",Under $10,Malay,
Geylang Lor 29 Hokkien Mee,396 East Coast Road,Under $10,Fujian/Heng Hwa,
Geylang Lor 9 Fresh Frog Leg Porridge - S11,Blk 530 Ang Mo Kio Ave 10,$11 - $20,Chinese,
Geylang Lor 9 Fresh Frog Porridge - Food Republic Beer Garden,"St James Power Station, 3 Sentosa Gateway",$11 - $20,,
Ghim Moh Chwee Kueh,"Ghim Moh Road Market and Food Centre, Blk 20 Ghim Moh Road #01-31",Under $10,Chinese,3.5
Gim Chew Fried Hokkien Noodle,"Bedok Interchange Food Centre, 207 New Upper Changi Road #01-62,",Under $10,Singaporean,
Gim Tim,Blk 157 Ang Mo Kio Ave 4 #01-546,$11 - $20,"Cantonese/Hong Kong, Fujian/Heng Hwa",4
Ginza Bairin,"ION Orchard, 2 Orchard Turn #B4-39/40/41/42",$11 - $20,Japanese,3.5
Ginza Rokukakutei Singapore,"331 North Bridge Road, #01-04, Odeon Towers",$81 - $150,Japanese,
Ginzawa,"Palais Renaissance, 390 Orchard Road #01-06/07",$51 - $80,Japanese,
Giovanni L.,"Parkway Centre, 1 Marine Parade Central #01-05",Under $10,,
Glacier Yogurt,"Paya Lebar Square, 60 Paya Lebar Road #01-29",Under $10,,
GO! GO! CURRY!,"ION Orchard, 2 Orchard Turn, #B4-54/55",$11 - $20,Japanese,3.5
Go India Express,"ION Orchard, 2 Orchard Turn #B4-78/79",$11 - $20,Indian,2.5
Go K BBQ,"Bukit Timah Plaza, 1 Jalan Anak Bukit #02-24C",$21 - $30,"Asian Variety, Korean",
Godiva,"Raffles City Shopping Centre, 252 North Bridge Road #01-39A",Under $10,Belgian,4
Godiva,"Suntec City Mall, 3 Temasek Boulevard #02-307",Under $10,Belgian,
Godiva,"Westgate, 3 Gateway Drive #01-10",Under $10,Belgian,
Godiva,"Ngee Ann City, 391 Orchard Road #B2 (Takashimaya Food Hall)",Under $10,Belgian,
Goen Udon - Food Republic,"Wisma Atria, 435 Orchard Road Level 4",Under $10,Japanese,
Gokul Vegetarian Restaurant,"Fortune Center, 190 Middle Road #01-07",$11 - $20,Indian,
Gokul Vegetarian Restaurant,19 Upper Dickson Road,$11 - $20,Indian,3.5
Gold Food Thai Chinese Cuisine,"Sunshine Plaza, 91 Bencoolen St #01-14/22",$11 - $20,Thai,
Golden Cafe,5 Lorong Telok,$11 - $20,Singaporean Chinese,
Golden Caf&#233;,7 Craig Road,Under $10,Singaporean Chinese,4
Golden City,1 Telok Kurau,Under $10,"Singaporean, Chinese",
Golden Mile Fried Kuay Teow,"Golden Mile Food Centre, 505 Beach Road #B1-37",Under $10,,4
Golden Mile Thien Kee Steamboat Hainanese Chicken Rice Hotpot,"Golden Mile Tower, 6001 Beach Road #B1-20",$21 - $30,,3.5
Golden Peony,"Conrad Centennial Singapore,  2 Temasek Boulevard Level 4",$31 - $50,Cantonese/Hong Kong,3
Golden Pillow 933,"Enterprise One, 1 Kaki Bukit Road 1 #05-11",$11 - $20,,3.5
Golden Rooster,Blk 347 Ang Mo Kio Ave 3 #01-2142,Under $10,,
Golden Shoe Nasi Lemak,"Golden Shoe Food Centre, 50 Market St #02-14",Under $10,,4
Goldilocks,"Resorts World Sentosa, 8 Sentosa Gateway (Universal Studios Singapore)",$11 - $20,Singaporean Western,3.5
Goldleaf Restaurant,103 Amoy St,$11 - $20,Taiwanese,3.5
Gong Cha,"AMK Hub, 53 Ang Mo Kio Ave 3 #02-66",Under $10,Taiwanese,3.5
Gong Cha,"Raffles City Shopping Centre, 252 North Bridge Road #B1-71",Under $10,Taiwanese,4
Good Chance Popiah,Blk 149 Silat Ave #01-58,$51 - $80,Singaporean Chinese,3.5
Good Old Taste,"The Arcade, 11 Collyer Quay #01-08",Under $10,,
Good Year Local Hainanese Chicken Rice Ball,"Chang Cheng Mee Wah Restaurant, Blk 111 Lorong 1 Toa Payoh #01-366",Under $10,Hainanese,3.5
Good Year Seafood Village Restaurant,15 Tampines Avenue,$21 - $30,"Singaporean, Chinese",3.5
Gordon Grill,"Goodwood Park Hotel, 22 Scotts Road",$51 - $80,,4
GoroGoro,"Orchard Gateway @ Emerald, 218 Orchard Road #04-01",$21 - $30,Korean,
Gourmet Popcorn,"The Cathay, 2 Handy Road #B1-28/29",Under $10,American,4
Graffiti Cafe,"Far East Plaza, 14 Scotts Road #01-17/18/19",Under $10,Cantonese/Hong Kong,4
Grain Traders,"CapitaGreen, 138 Market Street #01-01/02/03",Under $10,,3.5
Grand Mandarin Restaurant,325 New Bridge Road #01/02-00 (Thye Shan Mansion),$51 - $80,Cantonese/Hong Kong,4
Grand Pavilion Restaurant,"Esplanade Mall, 8 Raffles Avenue #02-27/29",$21 - $30,Cantonese/Hong Kong,
Grandma&#39;s,"Nex, 23 Serangoon Central #B1-15",$11 - $20,Singaporean,4
Great Wall Chicken Rice,"Jurong West 505 Market &amp; Food Centre, Blk 505 Jurong West Street 52 #01-36",Under $10,,
Great Wall Hainanese Chicken Rice,"Boon Lay Place Food Village, 221A/B Boon Lay Place #01-129",Under $10,"Singaporean, Chinese",
Green Ba,"TripleOne Somerset, 111 Somerset Road #01-18",$11 - $20,"Western Variety, Asian Variety",
Green Grass Garden,"People&#39;s Park Complex, 1 Park Road",Under $10,Multi-Cuisine,4
Greendot,"Paya Lebar Square, 60 Paya Lebar Road #02-15/16/17",Under $10,Fusion,4
Greenview Caf&#233;,"Far East Plaza, 14 Scotts Road #04-96",Under $10,,3.5
Greenwood Fish Market &amp; Bistro,"34/38, Greenwood Ave",$31 - $50,Singaporean Western,4
Grill &amp; Pasta,"VariNice Eating House, Blk 531 Ang Mo Kio Ave 10 #01-2429",Under $10,,
Griller ,"Tiong Bahru Plaza, Blk 302 Tiong Bahru Road, #04-05",$11 - $20,American,
Group Therapy,"Cross Street Exchange, 181 South Bridge Road, #01-05 &amp; #K1-04",$31 - $50,Multi-Cuisine,3.5
Gu Zao Ren Seafood Taiwan Porridge,"ABC Brickworks Food Centre, Blk 6 Jalan Bukit Merah #01-142/143",Under $10,Taiwanese,4
Gu Zao Ren Taiwan Seafood Porridge,391 Changi Road,Under $10,Taiwanese,3.5
Gu Zhao,"S11 Food Court, 506 Tampines Central 1, #01-361",Under $10,Singaporean,4.5
Guac &amp; Go,"Maxwell Chamber, 32 Maxwell Rd #01-08",Under $10,,
Guan Chee Hong Kong Roasts - Food Republic,"Wisma Atria, 435 Orchard Road Level 4",Under $10,Cantonese/Hong Kong,
Guan Guan Seafood - Guan Kim Restaurant,47 Tanglin Halt Road #01-311,Under $10,,3.5
Guan Hoe Soon Restaurant,38/40 Joo Chiat Place,$21 - $30,Peranakan / Nonya,3.5
Guan Kee,"Ghim Moh Road Market and Food Centre, 20 Ghim Moh Road, #01-19",Under $10,Singaporean Chinese,3.5
Guang Fa Laksa,"Havelock Road Cooked Food Centre, 22A/B Havelock Road #01-26",Under $10,"Singaporean, Chinese",4
Guang Seng,Blk 630 Bedok Reservoir Road #01-34,Under $10,"Singaporean, Chinese",
Guang Zhou Mian Shi,"Tanglin Halt Market, 48A Tanglin Halt Road #01-04",Under $10,,4
Guilin Restaurant,"Choa Chu Kang Sports Complex, 1 Choa Chu Kang St 53 #03-02",$21 - $30,,4.5
Gunther&#39;s,36 Purvis St #01-03,$51 - $80,"French, Middle Eastern/Mediterranean",4
Guy Savoy,"Marina Bay Sands, 10 Bayfront Avenue #02-01 (Casino)",$301 - $500,"French, European",
GV Gold Class,"I12 Katong, 112 East Coast Road #04-09",$11 - $20,,
Gyoza Bar,7A North Canal Road,$11 - $20,"French, Japanese, Fusion",
Gyoza King,"Orchid Hotel, 1 Tras Link #01-15",$21 - $30,Japanese,3.5
Gyoza-Ya,"Paragon, 290 Orchard Road #B1-43",$11 - $20,Japanese,
Gyoza-Ya,"Robinson Orchard, 260 Orchard Road #B1-02",$11 - $20,Japanese,3.5
Gyu-Kaku Japanese BBQ Restaurant,"OneKM Mall, 11 Tanjong Katong Road #01-14/15/16",$31 - $50,Japanese,
Gyu-Kaku Prime,"Chijmes, 30 Victoria St #01-01/02",$31 - $50,Japanese,
H&#228;agen-Dazs,"Jurong Point, 63 Jurong West Central 3 #03-40/41 (JP2)",$11 - $20,American,4.5
H&#228;agen-Dazs,"Holland Village, 21 Lorong Mambong",$11 - $20,American,4.5
H&#228;agen-Dazs,"Esplanade Mall, 8 Raffles Avenue #02-01/03",$11 - $20,American,4.5
H&#228;agen-Dazs,"VivoCity, 1 Harbourfront Walk #02-150",$11 - $20,American,4
Haato &amp; Co.,"The Central, 6 Eu Tong Sen St #01-74",Under $10,,3.5
Habitat Coffee,223 Upper Thomson Road,$11 - $20,,3.5
Hachi Restaurant,"National Gallery (Supreme Court Wing), 1 St Andrew’s Road, #01-02/03",$81 - $150,Japanese,
Hachi Restaurant,6 Mohamed Sultan Road,$81 - $150,Japanese,4.5
Hai Nan Xing Zhou Beef Noodle,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-06",Under $10,Hainanese,4
Hai Tien Lo,"Pan Pacific Hotel Singapore, 7 Raffles Boulevard Level 3",$31 - $50,Cantonese/Hong Kong,4
Haidilao Hot Pot,"IMM, 2 Jurong East St 21",$31 - $50,Sichuan,
Hainan Chicken Rice Ball,"Shing Boon Hwa Food Centre , 43 Dickson Road",Under $10,Hainanese,4
Hainan Cuisine &amp; Snacks,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-35",Under $10,Hainanese,
Hainanese Boneless Chicken Rice,"Golden Mile Food Centre, 505 Beach Road #B1-35",Under $10,Hainanese,3.5
Hainanese Chicken &amp; Duck Rice,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-24",Under $10,Hainanese,
Hainanese Chicken Rice,Blk 664 Choa Chu Kang Crescent,Under $10,Hainanese,
Hainanese Chicken Rice &amp; Curry Chicken Noodles,"Golden Mile Food Centre, 505 Beach Road #B1-53",Under $10,Hainanese,
Hainanese Chicken Rice,Blk 286E Toh Guan Road,Under $10,Hainanese,
Hainanese Chicken Rice,"Mil-com Aerospace Training Centre,11 Changi North Street 1 (Li Xin Food Court)",Under $10,Hainanese,
Hainanese Curry Rice,"Maxwell Food Centre, 1 Kadayanallur Street #01-20",Under $10,Hainanese,
Hainanese Delicacy,"Far East Plaza, 14 Scotts Road #05-116",Under $10,Hainanese,3.5
Hainanese Suki Chicken Rice,"Hai Fong Coffeeshop, Blk 203 Toa Payoh North #01-1121",Under $10,Hainanese,
Hakka Thunder Tea Rice,"Tanglin Halt Food Centre, Blk 3A, Commonwealth Drive, #01-31",Under $10,Hakka,4
Hakumai,"International Plaza, 10 Anson Road #01-50A",$31 - $50,Japanese,3.5
Hamanoya,"Marina Square, 6 Raffles Boulevard #02-106",$21 - $30,Japanese,4
Han Jia Bak Kut Teh . Pork Leg,"East Coast Lagoon Food Village, 1220 East Coast Parkway #01-42",Under $10,Chinese,
Han Kook Gwan,26 Tanjong Pagar Road,$11 - $20,Korean,
HAN Restaurant,"Odean Towers, 331 North Bridge Road #01-04",$51 - $80,Japanese,
Hana Restaurant,"Forum The Shopping Mall, 593 Orchard Road #01-17",$51 - $80,"Japanese, Asian Variety",3.5
Hanare,99B Tanjong Pagar Road,$11 - $20,Japanese,4
Hanashizuku Japanese Cuisine,"Cuppage Plaza, 5 Koek Road #02-01",$31 - $50,Japanese,
Handlebar,57 Jalan Mempurong,$21 - $30,American,4
Handmade Noodle,"Yun Tong Coffee Express 2000, Blk 682 Hougang Ave 8 #01-160",Under $10,,
Handmade Noodles - Fa Fa Food Court,"Hougang Green Shopping Mall, 21 Hougang Street 51, Fa Fa Food Court",Under $10,,
Hanis,"SAFRA Jurong, 333 Boon Lay Way #2C-01",Under $10,,
Han&#39;s,"Great Eastern Centre, 1 Pickering St #01-03",Under $10,"Singaporean Chinese, Singaporean Western",3.5
Han&#39;s,"Marina Square, 6 Raffles Boulevard #02-206",Under $10,Multi-Cuisine,4
Han&#39;s - Food Republic,"Parkway Parade, 80 Marine Parade Road #B1-85 to 87 &amp; #B1-112 to 146",Under $10,,
Hans im Gl&#252;ck German Burgergrill,362 Orchard Road,$21 - $30,German,
Han&#39;s,"Jem, 50 Jurong Gateway Road #B1-03",Under $10,,3.5
Han&#39;s,"Far East Plaza, 14 Scotts Road #03-26",Under $10,,3.5
Han&#39;s,"Springleaf Garden, 906 Upper Thomson Road",Under $10,"Singaporean Chinese, Singaporean Western",3
Hansang Izakaya &amp; Charcoal Barbecue,"Holland Village, 20 Lorong Mambong",$21 - $30,Korean,3.5
Hansang Korean Family Restaurant,"Square 2, 10 Sinaran Drive #03-32/44",$21 - $30,Korean,3.5
Hansik Korean Restaurant,"Heartland Mall, 205 Hougang St 21 #02-00",$21 - $30,Korean,4
Happenstance Caf&#233;,35 Opal Crescent,$11 - $20,,
Happiness Cuisine Chicken Rice &amp; Roasted Delights - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,,
Happy Daze Pop Culture Retro Caf&#233;,"Serangoon Garden Estate, 11 Maju Avenue",$21 - $30,,
Haramiya Japanese BBQ Restaurant,"The Central, 6 Eu Tong Sen St #03-87",$21 - $30,Japanese,3.5
Hard Rock Cafe,"HPL House, Blk 50 Cuscaden Road #05-01",$31 - $50,American,3.5
Hard Rock Cafe,"Resorts World Sentosa, 26 Sentosa Gateway, #01-209-214 (The Forum)",$31 - $50,American,4
HarriAnn’s Delights,"New Town Food Street, Blk 18 Bedok South Road #01-45",Under $10,Peranakan / Nonya,
Harry&#39;s,28 Boat Quay,$21 - $30,,4
Harry&#39;s,3D River Valley Road #01-01,$21 - $30,,
Hashida Sushi,"Mandarin Gallery, 333A Orchard Road #02-37",$151 - $300,Japanese,
Hatter Street Bakehouse &amp; Cafe,Blk 212 Hougang Street 21 #01-333,$11 - $20,,4
Haus of Patisserie,88 Jalan Senang,Under $10,French,
He Jia Mei Shi 69 - 476 Food Loft,Blk 476 Tampines St 44 #01-205,Under $10,,
He Li,"Bedok Interchange Hawker Centre, 208B New Upper Changi Road #01-30",Under $10,"Singaporean, Chinese",
He Zhong Carrot Cake,"Bukit Timah Market and Food Centre, 51 Upper Bukit Timah Rd",Under $10,"Singaporean, Chinese",
HEA,"White Sands,  1 Pasir Ris Central St 3 #01-44",Under $10,American,
Healthy Vegetarian - Chang Cheng Mei Hua Coffeeshop,Blk 201C Tampines St 21 #01-01,Under $10,,
Heap Seng Leong Coffee Shop,10 North Bridge Road #01-5109,Under $10,"Singaporean, Chinese",
Heart Bistro  ,"Palais Renaissance, 390 Orchard Road,  #B1-08/10",$31 - $50,Singaporean,4
Hediard - The French Gifts and Gourmet Boutique,"Tudor Court, 125 Tanglin Road",$31 - $50,French,4
Hee Kee Desserts,"Jurong Point, 63 Jurong West Central 3 #03-54/55 (JP2)",Under $10,Cantonese/Hong Kong,3.5
Hei Sushi,"Bedok Point, 799 New Upper Changi Road #03-38/39",$11 - $20,Japanese,
Hello Kitty Orchid Garden,"Changi Airport Terminal 3, Arrival Meeting Hall Central, #01-22",Under $10,,3.5
Heng Gi Goose And Duck Rice,"Tekka Centre, 665 Buffalo Road #01-335",Under $10,,4
Heng Heng Chicken Rice,"Maxwell Food Centre, 1 Kadayanallur St #01-44",Under $10,,
Heng Heng Curry Cafe,"Causeway Point, 1 Woodlands Square #B1-19",Under $10,Chinese,4
Heng Heng Tapioca Cake,"Maxwell Food Centre, 1 Kadayanallur St #01-31",Under $10,,4
Heng Hua Restaurant,Blk 748 Yishun St 72 #01-212,$11 - $20,,3.5
Heng Huat Fried Kway Teow,"Pasir Panjang Food Center, 121 Pasir Panjang #01-36",Under $10,,3
Heng Kee,"Hong Lim Market &amp; Food Centre, Blk 531A Upper Cross St #01-58",Under $10,,3.5
Heniu Teppanyaki - Food Republic,"Shaw House, 350 Orchard Road Basement 1",Under $10,Japanese,
Henri Charpentier,9A Dempsey Road,$31 - $50,"French, Japanese",4
Herbal Oasis,27A Neil Road,$11 - $20,,
Herbal Soup Handmade Noodle,Blk 450 Clementi Ave 3 #01-271,Under $10,,
Herbivore,"Fortune Centre, 190 Middle Road #01-13/14",$11 - $20,"Japanese, Fusion",3.5
Heun Kee Claypot Chicken Rice - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #4",Under $10,Malaysian,4
Hey Cupcakes,428 Joo Chiat Road,Under $10,,
Hi Leskmi Nasi Lemak,"Whampoa Makan Place, 90 Whampoa Drive #01-24",Under $10,Malay,3.5
Hiang Ji Roasted Meat &amp; Noodle House,Blk 190 Toa Payoh Lorong 6 #01-512,Under $10,Cantonese/Hong Kong,4
Hickory,41 North Canal Road,$21 - $30,"Western Variety, Asian Variety",
Hide Yamamoto,"Marina Bay Sands, 8 Bayfront Avenue #02-05 (Casino)",$21 - $30,Japanese,4
Hifumi,Marina Square 6 Raffles Boulevard #02-106A/106B,$21 - $30,Japanese,3.5
Hifumi,"Plaza Singapura, 68 Orchard Road #04-68",$11 - $20,Japanese,3
High Society,"Marina Bay Sands, 2 Bayfront Avenue #B2-43/44 (The Shoppes)",$31 - $50,"European, Fusion",3.5
Hill Street Coffee Shop,"Gardens By The Bay, 18 Marina Gardens Drive (Supertree Dining)",Under $10,Singaporean Chinese,3.5
Hill Street Tai Hwa Pork Noodle,"Tai Hwa Eating House, 466 Crawford Lane, #01-12",Under $10,Singaporean Chinese,3.5
Hilltop Garden Restaurant,"Civil Service Club, 91 Bukit Batok West Ave 2, #02-04/03",$31 - $50,Singaporean Chinese,
Himawari Japanese Restaurant,991B Alexandra Road #01-08/09,$11 - $20,Japanese,4
Hippopotamus Restaurant Grill,"Marina Square, 6 Raffles Boulevard #01-204/205",$21 - $30,Fusion,3.5
His.tori,20 Tanjong Pagar Road,Under $10,"Japanese, Korean",4
HKc,"Nex, 23 Serangoon Central #B1-30/31",Under $10,Cantonese/Hong Kong,2.5
Ho Kee Pau,43 Geylang Lorong 27,Under $10,,3.5
Hock Hai (Hong Lim) Curry Chicken Noodle,"Bedok Interchange Hawker Centre, 208B New Upper Changi Road, #01-58",Under $10,Singaporean Chinese,
Hock Heng Cooked Food,"Sims Vista Market &amp; Food Centre, 49 Sims Place #31",Under $10,,
Hockchua Tonic,447 Clementi Ave 3 #01-201,Under $10,Singaporean Chinese,
Hog&#39;s Breath Caf&#233;,"Robertson Walk, 11 Unity St #01-14/15",$31 - $50,Australian / New Zealand,3
HoHo Chimek,"East Village, 430 Upper Changi Road #01-45",$11 - $20,Korean,
Hokkaido Fish Market,"Square 2, 10 Sinaran Drive #04-74/75",$11 - $20,Japanese,
Hokkaido Izakaya,"435 Orchard Road, 4F Wisma Atria #04-51",$31 - $50,Japanese,
Hokkaido Izakaya,95 Tanjong Pagar Road,$21 - $30,Japanese,
Hokkaido Sushi Restaurant,"M Hotel, 81 Anson Road Level 9",$51 - $80,Japanese,4
Holey Moley Golf Club,3B River Valley Road,$21 - $30,Multi-Cuisine,
Holland Village XO Fish Head Bee Hun,15/17 Smith St,Under $10,,3.5
Holland Village XO Fish Head Bee Hun Restaurant,19A Dover Crescent #01-05,$11 - $20,,4
Holy Cow Creamery,Blk 292 Yishun St 22 #01-291,Under $10,,3.5
Hombre Cantina,53 Boat Quay,$21 - $30,"Latin American/South American, Mexican",3.5
Home Bar Kitchen,435 Race Course Road,$21 - $30,Malay,
Home-Make Pau Specialist,34 Cassia Crescent #01-86,Under $10,,3.5
Homemade Noodle,"Connexis, 1 Fusionopolis Way #B2-10",Under $10,,
Hon Ni Kitchen,Blk 216 Bedok North Street 1 #01-07,Under $10,,4.5
Honey Creme,"313@Somerset, 313 Orchard Road #01-37",Under $10,,3
Honeymoon Dessert,"I12 Katong, 112 East Coast Road #B1-30",Under $10,Cantonese/Hong Kong,3.5
Honeymoon Dessert,"ION Orchard, 2 Orchard Turn #B3-15/16",Under $10,Cantonese/Hong Kong,
Honeymoon Dessert,"313@Somerset, 313 Orchard Road #04-20",Under $10,"Cantonese/Hong Kong, Chinese",3.5
Hong Hu Restaurant,"Creative House, 95 Beach Road #01-01",$11 - $20,,3.5
Hong Hua &amp; Dessert,"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #86",Under $10,,3
Hong Ji Claypot Herbal Bak Kut Teh,"Block 19, Marsiling Lane, #01-329",Under $10,,3
Hong Kee Beef Noodle,"Amoy Street Food Centre, 7 Maxwell Road, #01-42",Under $10,Hainanese,3.5
Hong Kee Porridge,"115 Bukit Merah View Market &amp; Food Centre, Blk 115 Bukit Merah View #01-77",Under $10,"Singaporean, Chinese",
Hong Kong Dim Sum,"Redhill Food Centre, Blk 85 Redhill Lane #01-26",Under $10,Cantonese/Hong Kong,3.5
Hong Kong Egglet,"Jurong Point, 63 Jurong West Central 3 #03-84 (JP2)",Under $10,Cantonese/Hong Kong,3.5
Hong Kong Egglet,"VivoCity, 1 Harbourfront Walk #B2-K9",Under $10,Cantonese/Hong Kong,
Hong Kong iBean,"Maxwell Food Centre, 1 Kadayanallur St #01-48",Under $10,Cantonese/Hong Kong,
Hong Kong Kim Gary Restaurant,"VivoCity, 1 Harbourfront Walk #02-128/130",$11 - $20,Cantonese/Hong Kong,3.5
Hong Kong Sheng Kee Dessert,"Nex, 23 Serangoon Central #B1-46",Under $10,Cantonese/Hong Kong,3.5
Hong Kong Sheng Kee Dessert,"Causeway Point, 1 Woodlands Square #B1-24",Under $10,Cantonese/Hong Kong,3.5
Hong Kong Street Chun Kee,240 Tanjong Katong Road,$11 - $20,Cantonese/Hong Kong,3.5
Hong Kong Street Family Restaurant,"Novena Gardens, 273 Thomson Road #01-01",$21 - $30,"Cantonese/Hong Kong, Chinese",3.5
Hong Kong Street Old Chun Kee,Blk 293 Yishun St 22 #01-237,Under $10,Cantonese/Hong Kong,
Hong Kong Street Sum Kee,Blk 158 Ang Mo Kio Avenue 4 #01-590,Under $10,"Singaporean, Cantonese/Hong Kong",
Hong Kong Style Chee Cheong Fun,965 Upper Serangoon Road,Under $10,Cantonese/Hong Kong,
Hong Li Fish Ball Noodle,"Boon Lay Place Food Village, 221A/B Boon Lay Place #01-158",Under $10,,
Hong Man Ji Delights,"Mei Chin Road Market, 159 Mei Chin Road #02-27",Under $10,,
Hong Qin Fish &amp; Duck Porridge,134 Geylang East Avenue 1 #01-217,Under $10,Teochew,
Honolulu Cafe,"The Centrepoint, 176 Orchard Road #01-33F/G",Under $10,Cantonese/Hong Kong,
Hoo Kee Bak Chang,"Amoy Street Food Centre, 7 Maxwell Road, #01-18",Under $10,Singaporean Chinese,4.5
Hooked on Heads,"Sin Ming Plaza, 6 Sin Ming Road #01-01/02 (Tower 2)",$11 - $20,"Malay, Peranakan / Nonya, Singaporean Chinese, Singaporean Western",3.5
Hoong Woh Tong,"The Bencoolen, 180 Bencoolen St #01-18",Under $10,,
Hoshino Coffee,"Bedok Point, 799 New Upper Changi Road, #01-01",$11 - $20,Japanese,
Hoshino Coffee,"Plaza Singapura, 68 Orchard Road #03-84",$11 - $20,Japanese,3.5
Hoshino Coffee,"ION Orchard, 2 Orchard Turn ‪#‎B3‬-25/26",$11 - $20,Japanese,3.5
Hosted On The Patio,991B Alexandra Road #01-10,$21 - $30,Fusion,3.5
Hot and Cold Dessert,"Tanglin Halt Food Centre, Blk 3A Commonwealth Drive #01-30",Under $10,,4
Hot Bites - Megabites Cafe,"SIM Headquarters, Blk 461 Clementi Road, Megabites",Under $10,Singaporean Western,3.5
Hot &amp; Cold Cheng Teng,"East Coast Lagoon Food Village, 1220 East Coast Parkway #01-41",Under $10,Singaporean,
Hot &amp; Cold Dessert - Juz Food Court,"Concorde Hotel &amp; Shopping Mall, 100 Orchard Road",Under $10,,3.5
Hot &amp; Cold - Food Republic,"City Square Mall, 180 Kitchener Road #04-31/32",Under $10,,
Hot Hot Pot - Food Republic,"Westgate, 3 Gateway Drive #B1-28/2",Under $10,Sichuan,
Hot Hot Pot - Food Republic,"Wisma Atria, 435 Orchard Road Level 4",Under $10,"Sichuan, Chinese",
Hot Plate Western Food,"Tiong Bahru Market, 30 Seng Poh Road #02-54",Under $10,,
HOT,"CapitaGreen, 138 Market Street #01-04",$11 - $20,,
Hot Star Large Fried Chicken,"Tampines 1, 10 Tampines Central 1 #B1-K3",Under $10,Taiwanese,3.5
Hot Tomato Cafe &amp; Grill,"Nex, 23 Serangoon Central #B1- 47",$11 - $20,,4
Hot Tomato Cafe &amp; Grill,"Causeway Point, 1 Woodlands Square #02-11",$11 - $20,,4
Hot Tomato Express,"Plaza Singapura, 68 Orchard Road #B2-40",$11 - $20,,3.5
Hotpot Kingdom,"Marina Bay Sands, 2 Bayfront Avenue #B1-01B (The Shoppes)",$31 - $50,"Korean, Sichuan",
